[exp1_alpha0.0_seed0] round=1 alpha=0.0 cids=[11551278175564718223, 11834358558875259677, 14787676004526398100, 17033066580346605122] num_examples=[199, 30, 85, 172] normalized_weights=[0.25, 0.25, 0.25, 0.25]
[exp1_alpha1.0_seed2] round=3 alpha=1.0 cids=[2538964125109272894, 4637054263192967300, 8067440269249078084, 14021318133293012469] num_examples=[85, 199, 30, 172] normalized_weights=[0.174897, 0.409465, 0.061728, 0.353909]
[exp1_alpha1.0_seed2] round=4 alpha=1.0 cids=[2538964125109272894, 4637054263192967300, 8067440269249078084, 14021318133293012469] num_examples=[85, 199, 30, 172] normalized_weights=[0.174897, 0.409465, 0.061728, 0.353909]
[exp1_alpha1.0_seed2] round=5 alpha=1.0 cids=[2538964125109272894, 4637054263192967300, 8067440269249078084, 14021318133293012469] num_examples=[85, 199, 30, 172] normalized_weights=[0.174897, 0.409465, 0.061728, 0.353909]
[exp1_alpha1.0_seed2] round=6 alpha=1.0 cids=[2538964125109272894, 4637054263192967300, 8067440269249078084, 14021318133293012469] num_examples=[85, 199, 30, 172] normalized_weights=[0.174897, 0.409465, 0.061728, 0.353909]
[exp1_alpha1.0_seed2] round=7 alpha=1.0 cids=[2538964125109272894, 4637054263192967300, 8067440269249078084, 14021318133293012469] num_examples=[85, 199, 30, 172] normalized_weights=[0.174897, 0.409465, 0.061728, 0.353909]
[exp1_alpha1.0_seed2] round=8 alpha=1.0 cids=[2538964125109272894, 4637054263192967300, 8067440269249078084, 14021318133293012469] num_examples=[85, 199, 30, 172] normalized_weights=[0.174897, 0.409465, 0.061728, 0.353909]
[exp1_alpha1.0_seed2] round=9 alpha=1.0 cids=[2538964125109272894, 4637054263192967300, 8067440269249078084, 14021318133293012469] num_examples=[85, 199, 30, 172] normalized_weights=[0.174897, 0.409465, 0.061728, 0.353909]
[exp1_alpha1.0_seed2] round=10 alpha=1.0 cids=[2538964125109272894, 4637054263192967300, 8067440269249078084, 14021318133293012469] num_examples=[85, 199, 30, 172] normalized_weights=[0.174897, 0.409465, 0.061728, 0.353909]
[exp1_alpha1.0_seed2] round=11 alpha=1.0 cids=[2538964125109272894, 4637054263192967300, 8067440269249078084, 14021318133293012469] num_examples=[85, 199, 30, 172] normalized_weights=[0.174897, 0.409465, 0.061728, 0.353909]
[exp1_alpha1.0_seed2] round=12 alpha=1.0 cids=[2538964125109272894, 4637054263192967300, 8067440269249078084, 14021318133293012469] num_examples=[85, 199, 30, 172] normalized_weights=[0.174897, 0.409465, 0.061728, 0.353909]
[exp1_alpha1.0_seed2] round=13 alpha=1.0 cids=[2538964125109272894, 4637054263192967300, 8067440269249078084, 14021318133293012469] num_examples=[85, 199, 30, 172] normalized_weights=[0.174897, 0.409465, 0.061728, 0.353909]
[exp1_alpha1.0_seed2] round=14 alpha=1.0 cids=[2538964125109272894, 4637054263192967300, 8067440269249078084, 14021318133293012469] num_examples=[85, 199, 30, 172] normalized_weights=[0.174897, 0.409465, 0.061728, 0.353909]
[exp1_alpha1.0_seed2] round=15 alpha=1.0 cids=[2538964125109272894, 4637054263192967300, 8067440269249078084, 14021318133293012469] num_examples=[85, 199, 30, 172] normalized_weights=[0.174897, 0.409465, 0.061728, 0.353909]
[exp1_alpha1.0_seed2] round=16 alpha=1.0 cids=[2538964125109272894, 4637054263192967300, 8067440269249078084, 14021318133293012469] num_examples=[85, 199, 30, 172] normalized_weights=[0.174897, 0.409465, 0.061728, 0.353909]
[exp1_alpha1.0_seed2] round=17 alpha=1.0 cids=[2538964125109272894, 4637054263192967300, 8067440269249078084, 14021318133293012469] num_examples=[85, 199, 30, 172] normalized_weights=[0.174897, 0.409465, 0.061728, 0.353909]
[exp1_alpha1.0_seed2] round=18 alpha=1.0 cids=[2538964125109272894, 4637054263192967300, 8067440269249078084, 14021318133293012469] num_examples=[85, 199, 30, 172] normalized_weights=[0.174897, 0.409465, 0.061728, 0.353909]
[exp1_alpha1.0_seed2] round=19 alpha=1.0 cids=[2538964125109272894, 4637054263192967300, 8067440269249078084, 14021318133293012469] num_examples=[85, 199, 30, 172] normalized_weights=[0.174897, 0.409465, 0.061728, 0.353909]
[exp1_alpha1.0_seed2] round=20 alpha=1.0 cids=[2538964125109272894, 4637054263192967300, 8067440269249078084, 14021318133293012469] num_examples=[85, 199, 30, 172] normalized_weights=[0.174897, 0.409465, 0.061728, 0.353909]
[exp1_alpha1.0_seed3] round=1 alpha=1.0 cids=[8042759461484675334, 8109901694200070122, 8791078494119204598, 14361755424622187575] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp1_alpha1.0_seed3] round=2 alpha=1.0 cids=[8042759461484675334, 8109901694200070122, 8791078494119204598, 14361755424622187575] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp1_alpha1.0_seed3] round=3 alpha=1.0 cids=[8042759461484675334, 8109901694200070122, 8791078494119204598, 14361755424622187575] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp1_alpha1.0_seed3] round=4 alpha=1.0 cids=[8042759461484675334, 8109901694200070122, 8791078494119204598, 14361755424622187575] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp1_alpha1.0_seed3] round=5 alpha=1.0 cids=[8042759461484675334, 8109901694200070122, 8791078494119204598, 14361755424622187575] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp1_alpha1.0_seed3] round=6 alpha=1.0 cids=[8042759461484675334, 8109901694200070122, 8791078494119204598, 14361755424622187575] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp1_alpha1.0_seed3] round=7 alpha=1.0 cids=[8042759461484675334, 8109901694200070122, 8791078494119204598, 14361755424622187575] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp1_alpha1.0_seed3] round=8 alpha=1.0 cids=[8042759461484675334, 8109901694200070122, 8791078494119204598, 14361755424622187575] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp1_alpha1.0_seed3] round=9 alpha=1.0 cids=[8042759461484675334, 8109901694200070122, 8791078494119204598, 14361755424622187575] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp1_alpha1.0_seed3] round=10 alpha=1.0 cids=[8042759461484675334, 8109901694200070122, 8791078494119204598, 14361755424622187575] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp1_alpha1.0_seed3] round=11 alpha=1.0 cids=[8042759461484675334, 8109901694200070122, 8791078494119204598, 14361755424622187575] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp1_alpha1.0_seed3] round=12 alpha=1.0 cids=[8042759461484675334, 8109901694200070122, 8791078494119204598, 14361755424622187575] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp1_alpha1.0_seed3] round=13 alpha=1.0 cids=[8042759461484675334, 8109901694200070122, 8791078494119204598, 14361755424622187575] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp1_alpha1.0_seed3] round=14 alpha=1.0 cids=[8042759461484675334, 8109901694200070122, 8791078494119204598, 14361755424622187575] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp1_alpha1.0_seed3] round=15 alpha=1.0 cids=[8042759461484675334, 8109901694200070122, 8791078494119204598, 14361755424622187575] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp1_alpha1.0_seed3] round=16 alpha=1.0 cids=[8042759461484675334, 8109901694200070122, 8791078494119204598, 14361755424622187575] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp1_alpha1.0_seed3] round=17 alpha=1.0 cids=[8042759461484675334, 8109901694200070122, 8791078494119204598, 14361755424622187575] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp1_alpha1.0_seed3] round=18 alpha=1.0 cids=[8042759461484675334, 8109901694200070122, 8791078494119204598, 14361755424622187575] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp1_alpha1.0_seed3] round=19 alpha=1.0 cids=[8042759461484675334, 8109901694200070122, 8791078494119204598, 14361755424622187575] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp1_alpha1.0_seed3] round=20 alpha=1.0 cids=[8042759461484675334, 8109901694200070122, 8791078494119204598, 14361755424622187575] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp1_alpha1.0_seed4] round=1 alpha=1.0 cids=[719790173032860584, 3928928211458403075, 7013369774713547783, 17332412266317527009] num_examples=[172, 85, 199, 30] normalized_weights=[0.353909, 0.174897, 0.409465, 0.061728]
[exp1_alpha1.0_seed4] round=2 alpha=1.0 cids=[719790173032860584, 3928928211458403075, 7013369774713547783, 17332412266317527009] num_examples=[172, 85, 199, 30] normalized_weights=[0.353909, 0.174897, 0.409465, 0.061728]
[exp1_alpha1.0_seed4] round=3 alpha=1.0 cids=[719790173032860584, 3928928211458403075, 7013369774713547783, 17332412266317527009] num_examples=[172, 85, 199, 30] normalized_weights=[0.353909, 0.174897, 0.409465, 0.061728]
[exp1_alpha1.0_seed4] round=4 alpha=1.0 cids=[719790173032860584, 3928928211458403075, 7013369774713547783, 17332412266317527009] num_examples=[172, 85, 199, 30] normalized_weights=[0.353909, 0.174897, 0.409465, 0.061728]
[exp1_alpha1.0_seed4] round=5 alpha=1.0 cids=[719790173032860584, 3928928211458403075, 7013369774713547783, 17332412266317527009] num_examples=[172, 85, 199, 30] normalized_weights=[0.353909, 0.174897, 0.409465, 0.061728]
[exp1_alpha1.0_seed4] round=6 alpha=1.0 cids=[719790173032860584, 3928928211458403075, 7013369774713547783, 17332412266317527009] num_examples=[172, 85, 199, 30] normalized_weights=[0.353909, 0.174897, 0.409465, 0.061728]
[exp1_alpha1.0_seed4] round=7 alpha=1.0 cids=[719790173032860584, 3928928211458403075, 7013369774713547783, 17332412266317527009] num_examples=[172, 85, 199, 30] normalized_weights=[0.353909, 0.174897, 0.409465, 0.061728]
[exp1_alpha1.0_seed4] round=8 alpha=1.0 cids=[719790173032860584, 3928928211458403075, 7013369774713547783, 17332412266317527009] num_examples=[172, 85, 199, 30] normalized_weights=[0.353909, 0.174897, 0.409465, 0.061728]
[exp1_alpha1.0_seed4] round=9 alpha=1.0 cids=[719790173032860584, 3928928211458403075, 7013369774713547783, 17332412266317527009] num_examples=[172, 85, 199, 30] normalized_weights=[0.353909, 0.174897, 0.409465, 0.061728]
[exp1_alpha1.0_seed4] round=10 alpha=1.0 cids=[719790173032860584, 3928928211458403075, 7013369774713547783, 17332412266317527009] num_examples=[172, 85, 199, 30] normalized_weights=[0.353909, 0.174897, 0.409465, 0.061728]
[exp1_alpha1.0_seed4] round=11 alpha=1.0 cids=[719790173032860584, 3928928211458403075, 7013369774713547783, 17332412266317527009] num_examples=[172, 85, 199, 30] normalized_weights=[0.353909, 0.174897, 0.409465, 0.061728]
[exp1_alpha1.0_seed4] round=12 alpha=1.0 cids=[719790173032860584, 3928928211458403075, 7013369774713547783, 17332412266317527009] num_examples=[172, 85, 199, 30] normalized_weights=[0.353909, 0.174897, 0.409465, 0.061728]
[exp1_alpha1.0_seed4] round=13 alpha=1.0 cids=[719790173032860584, 3928928211458403075, 7013369774713547783, 17332412266317527009] num_examples=[172, 85, 199, 30] normalized_weights=[0.353909, 0.174897, 0.409465, 0.061728]
[exp1_alpha1.0_seed4] round=14 alpha=1.0 cids=[719790173032860584, 3928928211458403075, 7013369774713547783, 17332412266317527009] num_examples=[172, 85, 199, 30] normalized_weights=[0.353909, 0.174897, 0.409465, 0.061728]
[exp1_alpha1.0_seed4] round=15 alpha=1.0 cids=[719790173032860584, 3928928211458403075, 7013369774713547783, 17332412266317527009] num_examples=[172, 85, 199, 30] normalized_weights=[0.353909, 0.174897, 0.409465, 0.061728]
[exp1_alpha1.0_seed4] round=16 alpha=1.0 cids=[719790173032860584, 3928928211458403075, 7013369774713547783, 17332412266317527009] num_examples=[172, 85, 199, 30] normalized_weights=[0.353909, 0.174897, 0.409465, 0.061728]
[exp1_alpha1.0_seed4] round=17 alpha=1.0 cids=[719790173032860584, 3928928211458403075, 7013369774713547783, 17332412266317527009] num_examples=[172, 85, 199, 30] normalized_weights=[0.353909, 0.174897, 0.409465, 0.061728]
[exp1_alpha1.0_seed4] round=18 alpha=1.0 cids=[719790173032860584, 3928928211458403075, 7013369774713547783, 17332412266317527009] num_examples=[172, 85, 199, 30] normalized_weights=[0.353909, 0.174897, 0.409465, 0.061728]
[exp1_alpha1.0_seed4] round=19 alpha=1.0 cids=[719790173032860584, 3928928211458403075, 7013369774713547783, 17332412266317527009] num_examples=[172, 85, 199, 30] normalized_weights=[0.353909, 0.174897, 0.409465, 0.061728]
[exp1_alpha1.0_seed4] round=20 alpha=1.0 cids=[719790173032860584, 3928928211458403075, 7013369774713547783, 17332412266317527009] num_examples=[172, 85, 199, 30] normalized_weights=[0.353909, 0.174897, 0.409465, 0.061728]
[exp5_eps1.0_seed0] round=1 alpha=1.0 cids=[1597275194243352897, 3815035968493089131, 16784220182677699634, 17135408566343292705] num_examples=[30, 85, 172, 199] normalized_weights=[0.061728, 0.174897, 0.353909, 0.409465]
[exp5_eps1.0_seed0] round=2 alpha=1.0 cids=[1597275194243352897, 3815035968493089131, 16784220182677699634, 17135408566343292705] num_examples=[30, 85, 172, 199] normalized_weights=[0.061728, 0.174897, 0.353909, 0.409465]
[exp5_eps1.0_seed0] round=3 alpha=1.0 cids=[1597275194243352897, 3815035968493089131, 16784220182677699634, 17135408566343292705] num_examples=[30, 85, 172, 199] normalized_weights=[0.061728, 0.174897, 0.353909, 0.409465]
[exp5_eps1.0_seed0] round=4 alpha=1.0 cids=[1597275194243352897, 3815035968493089131, 16784220182677699634, 17135408566343292705] num_examples=[30, 85, 172, 199] normalized_weights=[0.061728, 0.174897, 0.353909, 0.409465]
[exp5_eps1.0_seed0] round=5 alpha=1.0 cids=[1597275194243352897, 3815035968493089131, 16784220182677699634, 17135408566343292705] num_examples=[30, 85, 172, 199] normalized_weights=[0.061728, 0.174897, 0.353909, 0.409465]
[exp5_eps1.0_seed0] round=6 alpha=1.0 cids=[1597275194243352897, 3815035968493089131, 16784220182677699634, 17135408566343292705] num_examples=[30, 85, 172, 199] normalized_weights=[0.061728, 0.174897, 0.353909, 0.409465]
[exp5_eps1.0_seed0] round=7 alpha=1.0 cids=[1597275194243352897, 3815035968493089131, 16784220182677699634, 17135408566343292705] num_examples=[30, 85, 172, 199] normalized_weights=[0.061728, 0.174897, 0.353909, 0.409465]
[exp5_eps1.0_seed1] round=1 alpha=1.0 cids=[8660785085314965242, 13607423484063833786, 13940461699158181540, 14049330343882633879] num_examples=[199, 85, 172, 30] normalized_weights=[0.409465, 0.174897, 0.353909, 0.061728]
[exp5_eps1.0_seed1] round=2 alpha=1.0 cids=[8660785085314965242, 13607423484063833786, 13940461699158181540, 14049330343882633879] num_examples=[199, 85, 172, 30] normalized_weights=[0.409465, 0.174897, 0.353909, 0.061728]
[exp5_eps1.0_seed1] round=3 alpha=1.0 cids=[8660785085314965242, 13607423484063833786, 13940461699158181540, 14049330343882633879] num_examples=[199, 85, 172, 30] normalized_weights=[0.409465, 0.174897, 0.353909, 0.061728]
[exp5_eps1.0_seed1] round=4 alpha=1.0 cids=[8660785085314965242, 13607423484063833786, 13940461699158181540, 14049330343882633879] num_examples=[199, 85, 172, 30] normalized_weights=[0.409465, 0.174897, 0.353909, 0.061728]
[exp5_eps1.0_seed1] round=5 alpha=1.0 cids=[8660785085314965242, 13607423484063833786, 13940461699158181540, 14049330343882633879] num_examples=[199, 85, 172, 30] normalized_weights=[0.409465, 0.174897, 0.353909, 0.061728]
[exp5_eps1.0_seed1] round=6 alpha=1.0 cids=[8660785085314965242, 13607423484063833786, 13940461699158181540, 14049330343882633879] num_examples=[199, 85, 172, 30] normalized_weights=[0.409465, 0.174897, 0.353909, 0.061728]
[exp5_eps1.0_seed1] round=7 alpha=1.0 cids=[8660785085314965242, 13607423484063833786, 13940461699158181540, 14049330343882633879] num_examples=[199, 85, 172, 30] normalized_weights=[0.409465, 0.174897, 0.353909, 0.061728]
[exp5_eps1.0_seed2] round=1 alpha=1.0 cids=[856802010463620753, 1311084126313015511, 3508489911550585231, 15624627503726367529] num_examples=[172, 199, 85, 30] normalized_weights=[0.353909, 0.409465, 0.174897, 0.061728]
[exp5_eps1.0_seed2] round=2 alpha=1.0 cids=[856802010463620753, 1311084126313015511, 3508489911550585231, 15624627503726367529] num_examples=[172, 199, 85, 30] normalized_weights=[0.353909, 0.409465, 0.174897, 0.061728]
[exp5_eps1.0_seed2] round=3 alpha=1.0 cids=[856802010463620753, 1311084126313015511, 3508489911550585231, 15624627503726367529] num_examples=[172, 199, 85, 30] normalized_weights=[0.353909, 0.409465, 0.174897, 0.061728]
[exp5_eps1.0_seed2] round=4 alpha=1.0 cids=[856802010463620753, 1311084126313015511, 3508489911550585231, 15624627503726367529] num_examples=[172, 199, 85, 30] normalized_weights=[0.353909, 0.409465, 0.174897, 0.061728]
[exp5_eps1.0_seed2] round=5 alpha=1.0 cids=[856802010463620753, 1311084126313015511, 3508489911550585231, 15624627503726367529] num_examples=[172, 199, 85, 30] normalized_weights=[0.353909, 0.409465, 0.174897, 0.061728]
[exp5_eps1.0_seed2] round=6 alpha=1.0 cids=[856802010463620753, 1311084126313015511, 3508489911550585231, 15624627503726367529] num_examples=[172, 199, 85, 30] normalized_weights=[0.353909, 0.409465, 0.174897, 0.061728]
[exp5_eps1.0_seed2] round=7 alpha=1.0 cids=[856802010463620753, 1311084126313015511, 3508489911550585231, 15624627503726367529] num_examples=[172, 199, 85, 30] normalized_weights=[0.353909, 0.409465, 0.174897, 0.061728]
[exp5_eps1.0_seed2] round=8 alpha=1.0 cids=[856802010463620753, 1311084126313015511, 3508489911550585231, 15624627503726367529] num_examples=[172, 199, 85, 30] normalized_weights=[0.353909, 0.409465, 0.174897, 0.061728]
[exp5_eps1.0_seed2] round=9 alpha=1.0 cids=[856802010463620753, 1311084126313015511, 3508489911550585231, 15624627503726367529] num_examples=[172, 199, 85, 30] normalized_weights=[0.353909, 0.409465, 0.174897, 0.061728]
[exp5_eps1.0_seed2] round=10 alpha=1.0 cids=[856802010463620753, 1311084126313015511, 3508489911550585231, 15624627503726367529] num_examples=[172, 199, 85, 30] normalized_weights=[0.353909, 0.409465, 0.174897, 0.061728]
[exp5_eps3.0_seed0] round=1 alpha=1.0 cids=[1718398406624846723, 2874407238816098103, 8333702578915155518, 16696131932220049746] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_eps3.0_seed0] round=2 alpha=1.0 cids=[1718398406624846723, 2874407238816098103, 8333702578915155518, 16696131932220049746] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_eps3.0_seed0] round=3 alpha=1.0 cids=[1718398406624846723, 2874407238816098103, 8333702578915155518, 16696131932220049746] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_eps3.0_seed0] round=4 alpha=1.0 cids=[1718398406624846723, 2874407238816098103, 8333702578915155518, 16696131932220049746] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_eps3.0_seed0] round=5 alpha=1.0 cids=[1718398406624846723, 2874407238816098103, 8333702578915155518, 16696131932220049746] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_eps3.0_seed0] round=6 alpha=1.0 cids=[1718398406624846723, 2874407238816098103, 8333702578915155518, 16696131932220049746] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_eps3.0_seed0] round=7 alpha=1.0 cids=[1718398406624846723, 2874407238816098103, 8333702578915155518, 16696131932220049746] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_eps3.0_seed0] round=8 alpha=1.0 cids=[1718398406624846723, 2874407238816098103, 8333702578915155518, 16696131932220049746] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_eps3.0_seed0] round=9 alpha=1.0 cids=[1718398406624846723, 2874407238816098103, 8333702578915155518, 16696131932220049746] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_eps3.0_seed0] round=10 alpha=1.0 cids=[1718398406624846723, 2874407238816098103, 8333702578915155518, 16696131932220049746] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_eps3.0_seed0] round=11 alpha=1.0 cids=[1718398406624846723, 2874407238816098103, 8333702578915155518, 16696131932220049746] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_eps3.0_seed0] round=12 alpha=1.0 cids=[1718398406624846723, 2874407238816098103, 8333702578915155518, 16696131932220049746] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_eps3.0_seed0] round=13 alpha=1.0 cids=[1718398406624846723, 2874407238816098103, 8333702578915155518, 16696131932220049746] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_eps3.0_seed0] round=14 alpha=1.0 cids=[1718398406624846723, 2874407238816098103, 8333702578915155518, 16696131932220049746] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_eps3.0_seed0] round=15 alpha=1.0 cids=[1718398406624846723, 2874407238816098103, 8333702578915155518, 16696131932220049746] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_eps3.0_seed0] round=16 alpha=1.0 cids=[1718398406624846723, 2874407238816098103, 8333702578915155518, 16696131932220049746] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_eps3.0_seed0] round=17 alpha=1.0 cids=[1718398406624846723, 2874407238816098103, 8333702578915155518, 16696131932220049746] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_eps3.0_seed0] round=18 alpha=1.0 cids=[1718398406624846723, 2874407238816098103, 8333702578915155518, 16696131932220049746] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_eps3.0_seed0] round=19 alpha=1.0 cids=[1718398406624846723, 2874407238816098103, 8333702578915155518, 16696131932220049746] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_eps3.0_seed0] round=20 alpha=1.0 cids=[1718398406624846723, 2874407238816098103, 8333702578915155518, 16696131932220049746] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_eps3.0_seed1] round=1 alpha=1.0 cids=[665218317415738373, 1515423124819381871, 3472435200171964229, 12135810537842341829] num_examples=[85, 30, 199, 172] normalized_weights=[0.174897, 0.061728, 0.409465, 0.353909]
[exp5_eps3.0_seed1] round=2 alpha=1.0 cids=[665218317415738373, 1515423124819381871, 3472435200171964229, 12135810537842341829] num_examples=[85, 30, 199, 172] normalized_weights=[0.174897, 0.061728, 0.409465, 0.353909]
[exp5_eps3.0_seed1] round=3 alpha=1.0 cids=[665218317415738373, 1515423124819381871, 3472435200171964229, 12135810537842341829] num_examples=[85, 30, 199, 172] normalized_weights=[0.174897, 0.061728, 0.409465, 0.353909]
[exp5_eps3.0_seed1] round=4 alpha=1.0 cids=[665218317415738373, 1515423124819381871, 3472435200171964229, 12135810537842341829] num_examples=[85, 30, 199, 172] normalized_weights=[0.174897, 0.061728, 0.409465, 0.353909]
[exp5_eps3.0_seed1] round=5 alpha=1.0 cids=[665218317415738373, 1515423124819381871, 3472435200171964229, 12135810537842341829] num_examples=[85, 30, 199, 172] normalized_weights=[0.174897, 0.061728, 0.409465, 0.353909]
[exp5_eps3.0_seed1] round=6 alpha=1.0 cids=[665218317415738373, 1515423124819381871, 3472435200171964229, 12135810537842341829] num_examples=[85, 30, 199, 172] normalized_weights=[0.174897, 0.061728, 0.409465, 0.353909]
[exp5_eps3.0_seed1] round=7 alpha=1.0 cids=[665218317415738373, 1515423124819381871, 3472435200171964229, 12135810537842341829] num_examples=[85, 30, 199, 172] normalized_weights=[0.174897, 0.061728, 0.409465, 0.353909]
[exp5_eps3.0_seed1] round=8 alpha=1.0 cids=[665218317415738373, 1515423124819381871, 3472435200171964229, 12135810537842341829] num_examples=[85, 30, 199, 172] normalized_weights=[0.174897, 0.061728, 0.409465, 0.353909]
[exp5_eps3.0_seed1] round=9 alpha=1.0 cids=[665218317415738373, 1515423124819381871, 3472435200171964229, 12135810537842341829] num_examples=[85, 30, 199, 172] normalized_weights=[0.174897, 0.061728, 0.409465, 0.353909]
[exp5_eps3.0_seed1] round=10 alpha=1.0 cids=[665218317415738373, 1515423124819381871, 3472435200171964229, 12135810537842341829] num_examples=[85, 30, 199, 172] normalized_weights=[0.174897, 0.061728, 0.409465, 0.353909]
[exp5_eps3.0_seed1] round=11 alpha=1.0 cids=[665218317415738373, 1515423124819381871, 3472435200171964229, 12135810537842341829] num_examples=[85, 30, 199, 172] normalized_weights=[0.174897, 0.061728, 0.409465, 0.353909]
[exp5_eps3.0_seed1] round=12 alpha=1.0 cids=[665218317415738373, 1515423124819381871, 3472435200171964229, 12135810537842341829] num_examples=[85, 30, 199, 172] normalized_weights=[0.174897, 0.061728, 0.409465, 0.353909]
[exp5_eps3.0_seed1] round=13 alpha=1.0 cids=[665218317415738373, 1515423124819381871, 3472435200171964229, 12135810537842341829] num_examples=[85, 30, 199, 172] normalized_weights=[0.174897, 0.061728, 0.409465, 0.353909]
[exp5_eps3.0_seed1] round=14 alpha=1.0 cids=[665218317415738373, 1515423124819381871, 3472435200171964229, 12135810537842341829] num_examples=[85, 30, 199, 172] normalized_weights=[0.174897, 0.061728, 0.409465, 0.353909]
[exp5_eps3.0_seed1] round=15 alpha=1.0 cids=[665218317415738373, 1515423124819381871, 3472435200171964229, 12135810537842341829] num_examples=[85, 30, 199, 172] normalized_weights=[0.174897, 0.061728, 0.409465, 0.353909]
[exp5_eps3.0_seed1] round=16 alpha=1.0 cids=[665218317415738373, 1515423124819381871, 3472435200171964229, 12135810537842341829] num_examples=[85, 30, 199, 172] normalized_weights=[0.174897, 0.061728, 0.409465, 0.353909]
[exp5_eps3.0_seed1] round=17 alpha=1.0 cids=[665218317415738373, 1515423124819381871, 3472435200171964229, 12135810537842341829] num_examples=[85, 30, 199, 172] normalized_weights=[0.174897, 0.061728, 0.409465, 0.353909]
[exp5_eps3.0_seed1] round=18 alpha=1.0 cids=[665218317415738373, 1515423124819381871, 3472435200171964229, 12135810537842341829] num_examples=[85, 30, 199, 172] normalized_weights=[0.174897, 0.061728, 0.409465, 0.353909]
